REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_TYPE,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
CMS STARS REPORT,7/1/2022,2022,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_2,CATHETER ASSOCIATED URINARY TRACT INFECTIONS (ICU + SELECT WARDS),,,"SIR = Observed / Expected infections; rate per 1,000 catheter days",Outcome,,DECIMAL_3,LOWER,10/1/2020,9/30/2021,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2023,2023,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_2,CATHETER ASSOCIATED URINARY TRACT INFECTIONS (ICU + SELECT WARDS),,,"SIR = Observed / Expected infections; rate per 1,000 catheter days",Outcome,,DECIMAL_3,LOWER,10/1/2021,9/30/2022,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2024,2024,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_2,CATHETER ASSOCIATED URINARY TRACT INFECTIONS (ICU + SELECT WARDS),,,"SIR = Observed / Expected infections; rate per 1,000 catheter days",Outcome,,DECIMAL_3,LOWER,10/1/2022,9/30/2023,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2025,2025,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_2,CATHETER ASSOCIATED URINARY TRACT INFECTIONS (ICU + SELECT WARDS),,,"SIR = Observed / Expected infections; rate per 1,000 catheter days",Outcome,,DECIMAL_3,LOWER,10/1/2023,9/30/2024,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,5/1/2026,2026,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_2,CATHETER ASSOCIATED URINARY TRACT INFECTIONS (ICU + SELECT WARDS),,,"SIR = Observed / Expected infections; rate per 1,000 catheter days",Outcome,,DECIMAL_3,LOWER,10/1/2023,9/30/2024,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,4/1/2021,2021,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_3,SSI - COLON SURGERY,,,SIR = Observed / Expected infections per eligible surgeries,Outcome,,DECIMAL_3,LOWER,1/1/2019,12/31/2019,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2022,2022,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_3,SSI - COLON SURGERY,,,SIR = Observed / Expected infections per eligible surgeries,Outcome,,DECIMAL_3,LOWER,10/1/2020,9/30/2021,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2023,2023,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_3,SSI - COLON SURGERY,,,SIR = Observed / Expected infections per eligible surgeries,Outcome,,DECIMAL_3,LOWER,10/1/2021,9/30/2022,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2024,2024,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_3,SSI - COLON SURGERY,,,SIR = Observed / Expected infections per eligible surgeries,Outcome,,DECIMAL_3,LOWER,10/1/2022,9/30/2023,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2025,2025,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_3,SSI - COLON SURGERY,,,SIR = Observed / Expected infections per eligible surgeries,Outcome,,DECIMAL_3,LOWER,10/1/2023,9/30/2024,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,5/1/2026,2026,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_3,SSI - COLON SURGERY,,,SIR = Observed / Expected infections per eligible surgeries,Outcome,,DECIMAL_3,LOWER,10/1/2023,9/30/2024,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,4/1/2021,2021,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_4,SSI - ABDOMINAL HYSTERECTOMY,,,SIR = Observed / Expected infections per eligible surgeries,Outcome,,DECIMAL_3,LOWER,1/1/2019,12/31/2019,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2022,2022,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_4,SSI - ABDOMINAL HYSTERECTOMY,,,SIR = Observed / Expected infections per eligible surgeries,Outcome,,DECIMAL_3,LOWER,10/1/2020,9/30/2021,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2023,2023,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_4,SSI - ABDOMINAL HYSTERECTOMY,,,SIR = Observed / Expected infections per eligible surgeries,Outcome,,DECIMAL_3,LOWER,10/1/2021,9/30/2022,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2024,2024,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_4,SSI - ABDOMINAL HYSTERECTOMY,,,SIR = Observed / Expected infections per eligible surgeries,Outcome,,DECIMAL_3,LOWER,10/1/2022,9/30/2023,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2025,2025,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_4,SSI - ABDOMINAL HYSTERECTOMY,,,SIR = Observed / Expected infections per eligible surgeries,Outcome,,DECIMAL_3,LOWER,10/1/2023,9/30/2024,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,5/1/2026,2026,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_4,SSI - ABDOMINAL HYSTERECTOMY,,,SIR = Observed / Expected infections per eligible surgeries,Outcome,,DECIMAL_3,LOWER,10/1/2023,9/30/2024,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,4/1/2021,2021,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_5,MRSA BACTEREMIA,,,"SIR = Observed / Expected infections; rate per 1,000 patient days",Outcome,,DECIMAL_3,LOWER,1/1/2019,12/31/2019,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2022,2022,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_5,MRSA BACTEREMIA,,,"SIR = Observed / Expected infections; rate per 1,000 patient days",Outcome,,DECIMAL_3,LOWER,10/1/2020,9/30/2021,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2023,2023,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_5,MRSA BACTEREMIA,,,"SIR = Observed / Expected infections; rate per 1,000 patient days",Outcome,,DECIMAL_3,LOWER,10/1/2021,9/30/2022,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2024,2024,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_5,MRSA BACTEREMIA,,,"SIR = Observed / Expected infections; rate per 1,000 patient days",Outcome,,DECIMAL_3,LOWER,10/1/2022,9/30/2023,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2025,2025,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_5,MRSA BACTEREMIA,,,"SIR = Observed / Expected infections; rate per 1,000 patient days",Outcome,,DECIMAL_3,LOWER,10/1/2023,9/30/2024,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,5/1/2026,2026,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_5,MRSA BACTEREMIA,,,"SIR = Observed / Expected infections; rate per 1,000 patient days",Outcome,,DECIMAL_3,LOWER,10/1/2023,9/30/2024,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,4/1/2021,2021,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_6,CLOSTRIDIUM DIFFICILE (C.DIFF),,,"SIR = Observed / Expected infections; rate per 1,000 patient days",Outcome,,DECIMAL_3,LOWER,1/1/2019,12/31/2019,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2022,2022,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_6,CLOSTRIDIUM DIFFICILE (C.DIFF),,,"SIR = Observed / Expected infections; rate per 1,000 patient days",Outcome,,DECIMAL_3,LOWER,10/1/2020,9/30/2021,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2023,2023,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_6,CLOSTRIDIUM DIFFICILE (C.DIFF),,,"SIR = Observed / Expected infections; rate per 1,000 patient days",Outcome,,DECIMAL_3,LOWER,10/1/2021,9/30/2022,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2024,2024,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_6,CLOSTRIDIUM DIFFICILE (C.DIFF),,,"SIR = Observed / Expected infections; rate per 1,000 patient days",Outcome,,DECIMAL_3,LOWER,10/1/2022,9/30/2023,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2025,2025,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_6,CLOSTRIDIUM DIFFICILE (C.DIFF),,,"SIR = Observed / Expected infections; rate per 1,000 patient days",Outcome,,DECIMAL_3,LOWER,10/1/2023,9/30/2024,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,5/1/2026,2026,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_6,CLOSTRIDIUM DIFFICILE (C.DIFF),,,"SIR = Observed / Expected infections; rate per 1,000 patient days",Outcome,,DECIMAL_3,LOWER,10/1/2023,9/30/2024,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,7/1/2023,2023,PERFORMANCE INFORMATION,TIMELY AND EFFECTIVE CARE,HCP_COVID_19,PERCENTAGE OF HEALTHCARE PERSONNEL WHO COMPLETED COVID-19 PRIMARY VACCINATION SERIES,,,Percentage of healthcare personnel vaccinated,Process,,PERCENT_0,HIGHER,7/1/2022,9/30/2022,Timely_and_Effective_Care-Hospital,
CMS STARS REPORT,7/1/2024,2024,PERFORMANCE INFORMATION,TIMELY AND EFFECTIVE CARE,HCP_COVID_19,PERCENTAGE OF HEALTHCARE PERSONNEL WHO COMPLETED COVID-19 PRIMARY VACCINATION SERIES,,,Percentage of healthcare personnel vaccinated,Process,,PERCENT_0,HIGHER,7/1/2023,9/30/2023,Timely_and_Effective_Care-Hospital,
CMS STARS REPORT,7/1/2025,2025,PERFORMANCE INFORMATION,TIMELY AND EFFECTIVE CARE,HCP_COVID_19,PERCENTAGE OF HEALTHCARE PERSONNEL WHO COMPLETED COVID-19 PRIMARY VACCINATION SERIES,,,Percentage of healthcare personnel vaccinated,Process,,PERCENT_0,HIGHER,7/1/2024,9/30/2024,Timely_and_Effective_Care-Hospital,
CMS STARS REPORT,4/1/2021,2021,MEASURE GROUP SCORES,MORTALITY,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,4/1/2021,2021,MEASURE GROUP SCORES,PATIENT EXPERIENCE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Top-box = most positive responses / total responses,Patient Reported,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,4/1/2021,2021,MEASURE GROUP SCORES,READMISSION,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,4/1/2021,2021,MEASURE GROUP SCORES,TIMELY AND EFFECTIVE CARE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Percentage of eligible patients meeting care process criteria,Process,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2022,2022,MEASURE GROUP SCORES,MORTALITY,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2022,2022,MEASURE GROUP SCORES,PATIENT EXPERIENCE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Top-box = most positive responses / total responses,Patient Reported,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2022,2022,MEASURE GROUP SCORES,READMISSION,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2022,2022,MEASURE GROUP SCORES,TIMELY AND EFFECTIVE CARE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Percentage of eligible patients meeting care process criteria,Process,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2023,2023,MEASURE GROUP SCORES,MORTALITY,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2023,2023,MEASURE GROUP SCORES,PATIENT EXPERIENCE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Top-box = most positive responses / total responses,Patient Reported,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2023,2023,MEASURE GROUP SCORES,READMISSION,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2023,2023,MEASURE GROUP SCORES,TIMELY AND EFFECTIVE CARE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Percentage of eligible patients meeting care process criteria,Process,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2024,2024,MEASURE GROUP SCORES,MORTALITY,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2024,2024,MEASURE GROUP SCORES,PATIENT EXPERIENCE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Top-box = most positive responses / total responses,Patient Reported,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2024,2024,MEASURE GROUP SCORES,READMISSION,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2024,2024,MEASURE GROUP SCORES,TIMELY AND EFFECTIVE CARE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Percentage of eligible patients meeting care process criteria,Process,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2025,2025,MEASURE GROUP SCORES,MORTALITY,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2025,2025,MEASURE GROUP SCORES,PATIENT EXPERIENCE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Top-box = most positive responses / total responses,Patient Reported,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2025,2025,MEASURE GROUP SCORES,READMISSION,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2025,2025,MEASURE GROUP SCORES,TIMELY AND EFFECTIVE CARE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Percentage of eligible patients meeting care process criteria,Process,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,5/1/2026,2026,MEASURE GROUP SCORES,MORTALITY,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,5/1/2026,2026,MEASURE GROUP SCORES,PATIENT EXPERIENCE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Top-box = most positive responses / total responses,Patient Reported,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,5/1/2026,2026,MEASURE GROUP SCORES,READMISSION,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,5/1/2026,2026,MEASURE GROUP SCORES,TIMELY AND EFFECTIVE CARE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Percentage of eligible patients meeting care process criteria,Process,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,4/1/2021,2021,MEASURE GROUP SCORES,SAFETY OF CARE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2022,2022,MEASURE GROUP SCORES,SAFETY OF CARE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2023,2023,MEASURE GROUP SCORES,SAFETY OF CARE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2024,2024,MEASURE GROUP SCORES,SAFETY OF CARE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2025,2025,MEASURE GROUP SCORES,SAFETY OF CARE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,5/1/2026,2026,MEASURE GROUP SCORES,SAFETY OF CARE,HOSPITAL MEASURE GROUP WEIGHT,HIGHEST MEASURE GROUP WEIGHT,,,Weight assigned to measure group in overall star calculation,Outcome,,PERCENT_2,N/A,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,4/1/2021,2021,MEASURE GROUP SCORES,MORTALITY,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Hospital standardized score within the measure group,Outcome,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,4/1/2021,2021,MEASURE GROUP SCORES,PATIENT EXPERIENCE,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,4/1/2021,2021,MEASURE GROUP SCORES,READMISSION,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Hospital standardized score within the measure group,Outcome,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,4/1/2021,2021,MEASURE GROUP SCORES,TIMELY AND EFFECTIVE CARE,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Percentage of eligible patients meeting care process criteria,Process,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2022,2022,MEASURE GROUP SCORES,MORTALITY,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Hospital standardized score within the measure group,Outcome,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2022,2022,MEASURE GROUP SCORES,PATIENT EXPERIENCE,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2022,2022,MEASURE GROUP SCORES,READMISSION,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Hospital standardized score within the measure group,Outcome,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2022,2022,MEASURE GROUP SCORES,TIMELY AND EFFECTIVE CARE,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Percentage of eligible patients meeting care process criteria,Process,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2023,2023,MEASURE GROUP SCORES,MORTALITY,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Hospital standardized score within the measure group,Outcome,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2023,2023,MEASURE GROUP SCORES,PATIENT EXPERIENCE,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2023,2023,MEASURE GROUP SCORES,READMISSION,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Hospital standardized score within the measure group,Outcome,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2023,2023,MEASURE GROUP SCORES,TIMELY AND EFFECTIVE CARE,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Percentage of eligible patients meeting care process criteria,Process,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2024,2024,MEASURE GROUP SCORES,MORTALITY,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Hospital standardized score within the measure group,Outcome,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2024,2024,MEASURE GROUP SCORES,PATIENT EXPERIENCE,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2024,2024,MEASURE GROUP SCORES,READMISSION,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Hospital standardized score within the measure group,Outcome,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2024,2024,MEASURE GROUP SCORES,TIMELY AND EFFECTIVE CARE,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Percentage of eligible patients meeting care process criteria,Process,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2025,2025,MEASURE GROUP SCORES,MORTALITY,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Hospital standardized score within the measure group,Outcome,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2025,2025,MEASURE GROUP SCORES,PATIENT EXPERIENCE,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2025,2025,MEASURE GROUP SCORES,READMISSION,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Hospital standardized score within the measure group,Outcome,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,7/1/2025,2025,MEASURE GROUP SCORES,TIMELY AND EFFECTIVE CARE,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Percentage of eligible patients meeting care process criteria,Process,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,5/1/2026,2026,MEASURE GROUP SCORES,MORTALITY,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Hospital standardized score within the measure group,Outcome,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,5/1/2026,2026,MEASURE GROUP SCORES,PATIENT EXPERIENCE,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,5/1/2026,2026,MEASURE GROUP SCORES,READMISSION,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Hospital standardized score within the measure group,Outcome,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
CMS STARS REPORT,5/1/2026,2026,MEASURE GROUP SCORES,TIMELY AND EFFECTIVE CARE,HOSPITAL STANDARDIZED MEASURE GROUP SCORE,HOSPITAL STANDARDIZED MEASURE SCORE,,,Percentage of eligible patients meeting care process criteria,Process,,DECIMAL_2,HIGHER,,,CMS Stars Report Internal Calculation,
